segment_id,source_clip,t_start,t_end,duration_s,diel_bin,season,hour_sin,hour_cos,month_sin,month_cos
1677542_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_001.webm,98.29,111.618,13.328,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip001_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_001.webm,150.187,168.623,18.437,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip001_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_001.webm,243.81,257.463,13.653,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip001_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_001.webm,259.274,290.18,30.906,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_002.webm,33.808,60.929,27.121,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip002_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_002.webm,61.138,72.748,11.61,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip002_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_002.webm,163.515,174.243,10.728,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip002_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_002.webm,174.452,191.843,17.392,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip002_s004,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_002.webm,192.122,209.583,17.461,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip002_s005,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_002.webm,231.898,252.331,20.434,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip002_s006,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_002.webm,256.279,280.102,23.824,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_003.webm,51.479,87.144,35.666,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip003_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_003.webm,103.724,116.564,12.841,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip003_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_003.webm,251.333,268.098,16.765,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_005.webm,0.0,30.0,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip005_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_005.webm,30.0,60.0,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip005_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_005.webm,60.0,90.001,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip005_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_005.webm,90.001,120.001,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip005_s004,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_005.webm,120.001,150.001,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip005_s005,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_005.webm,150.001,180.001,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip005_s006,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_005.webm,180.001,210.001,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip005_s007,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_005.webm,210.001,240.001,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip005_s008,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_005.webm,240.001,270.002,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip005_s009,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_005.webm,270.002,300.025,30.023,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_006.webm,226.418,238.26,11.842,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip006_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_006.webm,248.57,263.198,14.629,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip006_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_006.webm,280.033,300.025,19.992,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_007.webm,0.0,30.0,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip007_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_007.webm,30.0,60.0,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip007_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_007.webm,60.0,90.001,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip007_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_007.webm,90.001,120.001,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip007_s004,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_007.webm,120.001,150.001,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip007_s005,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_007.webm,150.001,180.001,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip007_s006,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_007.webm,180.001,215.481,35.48,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip007_s007,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_007.webm,238.771,253.887,15.116,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip007_s008,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_007.webm,260.574,287.695,27.121,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_010.webm,233.546,261.55,28.003,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_010.webm,289.599,300.025,10.426,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_011.webm,22.686,33.506,10.82,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip011_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_011.webm,34.249,64.25,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip011_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_011.webm,64.25,94.25,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip011_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_011.webm,94.25,149.188,54.938,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip011_s004,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_011.webm,158.476,171.34,12.864,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip011_s005,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_011.webm,247.107,257.44,10.333,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip011_s006,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_011.webm,268.655,287.324,18.669,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_012.webm,0.116,28.7,28.584,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip012_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_012.webm,29.141,55.89,26.749,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_013.webm,194.072,213.995,19.923,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_014.webm,19.156,56.912,37.756,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip014_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_014.webm,57.121,104.745,47.624,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip014_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_014.webm,104.954,134.954,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip014_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_014.webm,134.954,164.955,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip014_s004,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_014.webm,164.955,224.142,59.188,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_015.webm,40.101,50.202,10.101,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip015_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_015.webm,50.411,65.434,15.023,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip015_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_015.webm,186.456,198.786,12.33,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip015_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_015.webm,200.737,211.998,11.262,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_016.webm,64.412,82.965,18.553,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip016_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_016.webm,98.778,113.22,14.443,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_018.webm,110.202,124.714,14.512,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip018_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_018.webm,196.58,219.266,22.686,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip018_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_018.webm,224.746,254.746,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip018_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_018.webm,254.746,300.025,45.279,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_019.webm,7.245,20.898,13.653,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip019_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_019.webm,21.107,33.112,12.005,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip019_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_019.webm,33.321,44.768,11.447,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip019_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_019.webm,83.754,98.29,14.536,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip019_s004,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_019.webm,105.837,123.902,18.065,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_020.webm,28.979,40.426,11.447,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_021.webm,86.912,99.196,12.283,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip021_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_021.webm,164.467,181.325,16.858,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_022.webm,51.85,63.135,11.285,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip022_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_022.webm,287.068,300.025,12.957,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_023.webm,0.116,28.746,28.63,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip023_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_023.webm,35.852,61.649,25.797,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip023_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_023.webm,61.858,72.934,11.076,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip023_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_023.webm,144.869,163.468,18.599,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_024.webm,62.044,92.044,30.0,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip024_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_024.webm,92.044,134.792,42.748,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip024_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_024.webm,197.277,213.879,16.602,night,summer,-0.5,0.866025,-0.0,1.0
1677542_clip024_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677542/site_257_item_1677542_clip_024.webm,226.65,269.305,42.655,night,summer,-0.5,0.866025,-0.0,1.0
1677668_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_002.webm,235.915,248.848,12.934,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_003.webm,165.907,178.561,12.655,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip003_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_003.webm,274.367,287.184,12.817,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_004.webm,11.842,21.873,10.031,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip004_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_004.webm,117.539,130.426,12.887,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip004_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_004.webm,141.549,153.554,12.005,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_006.webm,257.788,269.189,11.401,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_007.webm,168.948,180.976,12.028,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_009.webm,79.273,94.97,15.697,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_012.webm,117.563,131.541,13.978,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_013.webm,94.482,105.465,10.983,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_017.webm,115.45,129.265,13.816,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip017_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_017.webm,149.397,161.472,12.074,dawn,summer,1.0,0.0,0.5,0.866025
1677668_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1677668/site_257_item_1677668_clip_019.webm,37.314,49.714,12.399,dawn,summer,1.0,0.0,0.5,0.866025
1678158_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_002.webm,132.214,142.524,10.31,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip002_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_002.webm,238.051,248.454,10.403,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_004.webm,138.205,150.651,12.446,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_005.webm,57.353,68.801,11.447,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip005_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_005.webm,252.726,272.44,19.714,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_006.webm,90.349,101.193,10.844,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip006_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_006.webm,198.925,212.37,13.444,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip006_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_006.webm,229.042,239.166,10.124,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_008.webm,228.043,239.746,11.703,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip008_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_008.webm,257.649,270.489,12.841,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_009.webm,28.073,40.705,12.632,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_010.webm,30.674,42.493,11.819,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_010.webm,70.937,83.127,12.19,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip010_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_010.webm,264.22,277.432,13.212,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678158_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678158/site_257_item_1678158_clip_011.webm,93.066,103.282,10.217,night,autumn,-0.258819,0.965926,0.866025,-0.5
1678484_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678484/site_257_item_1678484_clip_004.webm,216.549,226.859,10.31,dawn,spring,1.0,0.0,-0.866025,0.5
1678484_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678484/site_257_item_1678484_clip_005.webm,41.726,53.568,11.842,dawn,spring,1.0,0.0,-0.866025,0.5
1678484_clip005_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678484/site_257_item_1678484_clip_005.webm,98.94,116.634,17.694,dawn,spring,1.0,0.0,-0.866025,0.5
1678484_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678484/site_257_item_1678484_clip_008.webm,235.474,248.361,12.887,dawn,spring,1.0,0.0,-0.866025,0.5
1678484_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678484/site_257_item_1678484_clip_016.webm,200.644,212.834,12.19,dawn,spring,1.0,0.0,-0.866025,0.5
1678484_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678484/site_257_item_1678484_clip_017.webm,272.625,286.093,13.468,dawn,spring,1.0,0.0,-0.866025,0.5
1678484_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678484/site_257_item_1678484_clip_018.webm,14.466,25.263,10.797,dawn,spring,1.0,0.0,-0.866025,0.5
1678484_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678484/site_257_item_1678484_clip_020.webm,256.464,274.971,18.506,dawn,spring,1.0,0.0,-0.866025,0.5
1678513_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678513/site_257_item_1678513_clip_004.webm,118.468,130.241,11.773,night,spring,-0.258819,0.965926,-0.866025,0.5
1678704_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_006.webm,130.426,146.007,15.581,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_007.webm,41.378,55.542,14.164,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_008.webm,153.043,166.487,13.444,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip008_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_008.webm,196.418,208.213,11.796,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip008_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_008.webm,237.006,247.362,10.356,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip008_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_008.webm,251.008,265.683,14.675,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_009.webm,14.489,24.567,10.077,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip009_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_009.webm,103.607,137.648,34.04,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_010.webm,0.0,33.344,33.344,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_010.webm,35.898,50.689,14.791,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_014.webm,17.345,31.835,14.489,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678704_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678704/site_257_item_1678704_clip_019.webm,146.471,178.283,31.811,afternoon,spring,-0.5,-0.866025,-0.5,0.866025
1678750_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678750/site_257_item_1678750_clip_014.webm,237.331,250.636,13.305,morning,spring,0.866025,-0.5,-0.866025,0.5
1678750_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678750/site_257_item_1678750_clip_016.webm,18.413,32.694,14.28,morning,spring,0.866025,-0.5,-0.866025,0.5
1678750_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678750/site_257_item_1678750_clip_017.webm,232.432,244.297,11.865,morning,spring,0.866025,-0.5,-0.866025,0.5
1678750_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678750/site_257_item_1678750_clip_018.webm,169.088,180.257,11.169,morning,spring,0.866025,-0.5,-0.866025,0.5
1678750_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678750/site_257_item_1678750_clip_021.webm,69.66,79.83,10.17,morning,spring,0.866025,-0.5,-0.866025,0.5
1678929_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1678929/site_257_item_1678929_clip_021.webm,67.988,80.852,12.864,morning,summer,0.866025,-0.5,-0.0,1.0
1679156_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1679156/site_257_item_1679156_clip_002.webm,101.007,112.57,11.564,night,spring,-0.5,0.866025,-0.5,0.866025
1679156_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1679156/site_257_item_1679156_clip_005.webm,196.673,207.029,10.356,night,spring,-0.5,0.866025,-0.5,0.866025
